Title,Unit(grams),Price(NRs)
"Auto Max Electric Kettle Easy Pour Lightweight  and Faster than Microwave No Mineral Build-up with Concealed Heating Element Brushed Stainless Steel, 1.8-Liter, Silver",,990.00
Electron  El-5115 Open Rice Cooker - 1.,,2500.00
Electron Cordless Kettle (EL-1005) 1.,,1690.00
"Electron Electric Jug/ Kettle EL 1007, 1.8L, 1500W, 220V~/",,1290.00
Electron El-1007 Cordless Kettle 1.,,1250.00
Electron Electric Kettle  El 1020,,1130
Electron Electric Kettle 1.,,1600.00
Whirlpool Icemagic  Single Door Refrigerator,,29500.00
Electron El-724  Electric Whistle Kettle,,1975.00
Samsung RR24A272ZCR/IM  Single Door Refrigerator,,36064.00
Electron Standing Dispenser Hot & Normal (EL-),,7990.00
OLIVE  Single Door Refrigerator,,17499.00
Samsung RR20C2412S8/IM   Single Door Refrigerator with Digital invertor - Silver,,30490.00
Whirlpool Refrigerator 265 ltrs IF CNV  steel,,53720.00
IFB 30 L Convection Microwave  5,,28615.00
"Samsung 415 L  Frost Free Double Door Refrigerator(RT42M8/TL, Elegant Inox, Convertible)",,141990.00
WHIRLPOOL 20 Litres Solo Microwave With 20 Auto Cook Menus (Magicook Pro  Black),,10999.00
"Sensei 55"" Smart LED TV - S55ULED",,65390.00
Quench Nepal Infrared Stove One Year Warranty,,3999.00
Himstar 192 Ltr Refrigerator - Inbuilt Stabilizer - HS-HR-,215.0,28999.00
CG Refrigerator 60 L - CGS,,17390.00
Samsung 40 Inch Full HD Led TV UA40K,,35990.00
Haier 170-Liters Direct-Cool Refrigerator | HRD--E,,22200.00
LG Refrigerator 190 Ltrs - GLD.APZQ,,32890.00
IFB 23BC5 Conv -   Convection Microwave  Oil Free Cooking | Auto Cook Menus | Fermentation | Yoghurt,,23599.00
SAMSUNG RR20A274ACR -  Direct Cooling Single Door Refrigerator 2020 (Camellia Purple),,29499.00
"CG 32"" Turbo DLED TV - CG05",,21290.00
Webor  Single Door Refrigerator,,23090.00
"Samsung 32"" UA32T Smart HD LED TV",,32890.00
DHi Refrigerator   Single Door,,27099.00
"UA65AU7700 - SAMSUNG 65 Inch Crystal Ultra HD 4K Smart LED TV With Sleek design, Bixby, Narrow Bezel and Packed with Features(  )",,153890.00
Hi-Tech Refrigerator_HS/LBF,,25500.00
aisen   Direct Cool Single Door Refrigerator,,31000.00
IFB 30 L 30BRC Microwave Oven,,28800.00
Samsung Rr20M2741U2  Single Door Refrigerator - Blue,,28800.00
Philips  32PHT5567/ TV,,39999.00
"Wega 55 Inch 4K UHD Smart LED TV Double Glass - Android 11.0, 1.5GB Ram, 16GB Rom Model No 55W4K X Bluetooth remote n Voice Control",,60990.00
Webor WR215GLB  Single Door Refrigerator,,29400.00
WALTON Refrigerator - 193 Litres Single Door With Glass Finish WFA 1N XX,3.0,32499.00
New 2022  Sunrise  Led double glass,,13990.00
Samsung Refrigerator RR20T282ZR8/IM  Single Door,,41490.00
Gem Refrigerator -  - Direct Cool - Silver Hairline,,18000
Sansui 55U803V 55 Inches  Smart LED TV,,73000.00
"Videocon 32"" LED TV",,23999
SAMSUNG 192Ltr Single Door Refrigerator RR20M8,,32490.00
Gas Geyser Electron 6 Ltrs With  Warranty ELGY-3025,,9500.00
Sansui Mini Refrigerator Fridge Freeze 60 Ltrs SPM,,19970.00
Intex  Television LED-SHF3263,,25452.00
Samsung RR24A272ZCR/IM  Single Door Refrigerator,,35500.00
IFB 30BRC2  Rotisserie Convection Microwave (Black),,29000
Standing Dispenser Hot & Cold (EL-),,10900.00
Beko Refrigerator,,56390.00
"Whirlpool 245 L  Frost-Free Double Door Refrigerator (NEOFRESH 258LH CLS PLUS , Chromium Steel)",,43486.00
WHIRLPOOL Neo Fresh  Frost Free Double Door Refrigerator (Chromium Steel),,50099.00
Whirlpool Single Door Refrigerator  200 Impc Roy 2S Wine Chromium Steel  ( 71603),,31774
"RR21A2F2YDX/IM One Door Refrigerator with Digi-Touch Cool,",,39500.00
CG Meridia Refrigerator 195 Ltrs - CGMRS,,37989
Samsung 345 ltrs 5in1 convertible double door refrigerator (RT37M/IM),,70500.00
Whirlpool 185 Litres Direct Cooling Single Door Refrigerator ( Cls Plus Purple Linnea),200.0,27038.00
Hitachi 584L Ice and Water Dispenser Refrigerator R-M800GP GBK,,364650.00
Deerma Electric Kettle SH,,9499.00
Himstar Refrigerator Hs-Hr- (Single Door) Purple,215.0,32800.00
Whirlpool  215 Liters Single Door Refrigerator  230 Impro Prm  Purple Mulia Direct-Cool,,39110.00
"Hyundai 43"" 4K/UHD/HDR Smart LED TV - 43HYWGR4K",,54765.00
Whirlpool Double Door Refrigerator NEO 305 GD PRM Crystal  Mirror  (21350),,64439.00
Hitachi Double Door Refrigerators,,118320.00
Whirlpool Neo 258LH Cls plus Athena Steel  245 L  Frost-Free Double Door Refrigerator,,44775.00
Webor WR180GLB  Single Door Refrigerator,,26340.00
Whirlpool Double Door Refrigerator 360 Ltr IF INV CNV 375 STEEL ONYX ()-N 21290,,81285.00
HITACHI R-W690P7PB 586 Litres French Standard  Side By Side Refrigerator With Inverter & Duel Fan Cooling (Glass Black),,205999.00
Whirlpool 245 Litres Frost Free Double Door Refrigerator (NEO  PRM-Wine Chromium),,42084
SAMSUNG RR20C2722CR/IM  Single Door Digital Inverter Refrigerator,,31499.00
Gem Refrigerator -  - Direct Cool - Sharon Blue,,38000.00
Skyworth Double Door Refrigerator SRD- [NEW],,90900.00
Whirlpool - Neo 278 GD PRM   Crystal Mirror Fresh 265L Frost Free Double Door Refrigerator With  Sense DeepFreeze Technology,,57874
Samsung 43 Inch Smart UHD 4K LED TV UA7600,,59950.00
BEKO 275 Ltrs. Double Door Refrigerator - RDNE,,55690.00
Electron 1600W/ Wet & Dry Drum Vacuum Cleaner,,11700.00
"Samsung 676 L Side by Side Refrigerator (RS74R/TL, Silver)",,220991.00
SKYWORTH Blue Color Floral Double Door 275 Ltr Refrigerator Model No. SRD-,,66500.00
Samsung 43 Inch Smart UHD 4K LED TV UA7600,,59950.00
Hitachi Refrigerator R-VGX420PB/(New)Invertor//Double Door/Glass Series,,121200.00
Whirlpool 20 Ltr Solo MicrowaveOven (MAGICOOK PRO  BLACK),,10990.00
IFB 23BC5  Convection Microwave Oven - (Black),,23000.00
Godrej Mini Refrigerator 30 Ltrs - TEC QUBE 30L HS Q,,17490.00
TCL 65 inch Qled 4k Led Tv With Camera (728),,226790.00
Electric Geyser Aqua Light,,9990.00
Beko Refrigerator,,40090.00
Samsung RR20C2412S8/IM   Single Door Refrigerator with Digital invertor - Silver,,30499.00
Whirlpool 185 Litres Single Door Refrigerator ( Cls Pls Grey),200.0,23999.00
IFB 30BC5 Conv -  Convection Microwave  Oil Free Cooking | Auto Cook Menus | Fermentation | Yoghurt,,28699.00
Aura 20 Ltr Microwave Oven (AUMS),,11900.00
Whirlpool Single Door Refrigerator 185Ltrs  CLS Wine,200.0,24520.00
Samsung RR19T25CA6U Single Door Refrigerator,,31499.00
Whirlpool 185 Liters Single Door Refrigerator  Cls Grey,,23990.00
SAMSUNG RR20C20C2RH/IM  Direct Cool Single Door Refrigerator Scarlet Red,,25498
Whirlpool 185 Litres Direct Cool Single Door Refrigerator ( Prm Chromium Steel),,25699.00
Samsung RT28A3022GS/IM  Double Door Refrigerator with Digital Inverter Technology,,49000.00
SAMSUNG RR20C2722CU/IM  Single Door Digital Inverter Refrigerator,,31499.00
Samsung  RR20C2Z226U/IM  Single Door Refrigerator with Stylish Grande Design (Base Stand with Drawer),,32490.00
Skyworth Single Door Refrigerator SRS-,,14700.00
Panasonic 197l Refrigerator -NR-A,,30500.00
Gem Refrigerator -  - Direct Cool - Silver Hairline,,19000
Samsung BU8000 85 Inch  UHD Smart TV By East of Kathmandu,,431090.00
Whirlpool  Mw-20Bg  Grill Microwave Oven- Black,,16090.00
Samsung UA32M4100AR  LED HD-Ready TV,,26490.00
Standing Bhatti Chulo For Fast Cooking Experience,,10800.00
32 inch Hd Ready Led Tv (3000),,31090.00
"CHiQ 58"" U58H7  LED UHD Android Smart TV",,67999.00
Desktop Dispenser Hot & Normal (EL-),,3620.00
WHIRLPOOL 185 Liters Single Door Refrigerator -  Cls Grey Nep,,22590.00
Automatic Water Dispenser Pump Automatic Water Dispenser With Rechargeable Battery Electron Water dispenser,,600.00
Standing Dispenser Hot & Normal (EL-),,7990.00
IFB 30FRC2 -  Rotisserie Convection Microwave,,31199.00
IFB  17 Pm-mec1  Microwave  Solo Series,,10065.00
Sansui SPC170RF Single Door Refrigerator,,25000.00
Hitachi 586 Liters French Standard 4 Doors Side By side Refrigerator With Inverter & Duel Fan Cooling R-W690P (Glass Black),,183000.00
Electronic Jar Water Pump,,390.00
Yasuda 60 Ltrs Room Refrigerator  YSDH,,16390.00
Baltra Showy  Double Door Refrigerator,,28189.00
Haier HRD 1702SR-E  Single Door Refrigerator,,23999.00
SAMSUNG RT28C3221CU/IM  Frost Free Digital Inverter Double Door Refrigerator Camellia Blue,,50999.00
SAMSUNG RR20C2Z226R Single Door Refrigerator,,32500.00
Standing Dispenser Hot & Cold (EL-),,9950.00
SAMSUNG RR20C20C2RH/IM  Direct Cool Single Door Refrigerator Scarlet Red,,26499.00
SAMSUNG RT28A32216U  Frost Free Digital Inverter Double Door Refrigerator With Mystic Overlay Red,,50999.00
Sanford Sf1794Rf  Refrigerator,,22000.00
Samsung 253 L Double Door Refrigerator RT28A/IM,3022.0,55490.00
Whirlpool 185 Liter Single Door Refrigerator (200 Genius CLS PLUS  Wine),,23990.00
Sunshine White Panel Water Heater Gas Geyser 6. SGG21-602,,6990.00
RT28A3022GS - Samsung  Frost Free Double Door Refrigerator with Digital Inverter Compressor ( Silver Grey ),,43990
SAMSUNG 192 Liters Single Door Refrigerator (RR20C20C/IM),2.0,31990.00
"Haier 190 Litres, Direct Cool Refrigerator - HRD--E",,33900.00
Sensei Refrigerator 190 Ltrs - SRF03,200.0,25590.00
Hisense 295L Double Door  Bottom Mount Refrigerator RD-35DC  With Water Dispenser (Silver),,53990
Panasonic NN-SM255BYTE  Solo Mechanical Microwave,,13239.00
Whirlpool  200 IMPC CLS  Single Door Refrigerator-Grey,,24450.00
Panasonic 20L Grill Microwave NN-GT,,17075.00
Samsung Single Door Refrigerator RR19M20A2RH/IM,,25400.00
Godrej Refrigerator 240 Ltr. - RT EON  AQ WN,,46390.00
Della 100 ltr refrigerator (DL,110.0,16990.00
Samsung Rr19M20A2Rh  Single Door Refrigerator - Red,,29990.00
"Haier 190 Litres, Direct Cool Refrigerator HRD--E",,33990.00
SAMSUNG 192Ltr Single Door Refrigerator - RR20A,,30490.00
Samsung Double Door Refrigerator 253ltrs RT28A/IM,3022.0,46000.00
Samsung 32 inch  Normal LED TV ( UA32FH),,26490.00
Whirlpool 185 ltrs Refrigerator   CLS GREY,,25750.00
Hitachi  Grill  Microwave Oven (HMR-DG2012),,15975
RT28A3022GS - Samsung  Frost Free Double Door Refrigerator with Digital Inverter Compressor ( Silver Grey ),,43990
Hisense RS23DR4SR  Direct Cooling Single Door Refrigerator (Red),,24999.00
"Hisense , Refrigerator Bottom Mount Defrost, Double Door RD-29DC- Silver Silver",,44435.00
Electric Water Heating Geyser,,10990.00
Gem Refrigerator - - Direct Cool - Camelot Red,,23449.00
TCL 32 Inch LED TV - 3000,,22990.00
"SKYWORTH HD Television 32""( 32 inch LED TV ) 2000",,30500.00
SAMSUNG RR20M282ZS8 -  Digital Inverter Single Door Refrigerator - Mettalic Silver,,32490.00
"Samsung 85"" QLED 4K smart TV QA85Q",,632390.00
Panasonic NN-CT Convection & Grill MIcrowave,,28621.00
Whirlpool  Double Door Refrigerator By East of Kathmandu,,41500.00
Haier 220 Litre Direct Cool Refrigerator | HRD--F,2204.0,37999.00
Samsung 192 Ltr Single Door Refrigerator - RR19M20A/IM,,25400.00
CG Refrigerator 190 L - CGS,,30089
Panasonic NR-A201BTAN Single Door Refrigerator,,36000.00
Whirlpool Refrigerator 265 ltrs IF CNV  steel,,53720.00
SAMSUNG RR20A274ACR -  Direct Cooling Single Door Refrigerator 2020 (Camellia Purple),,30500.00
Panasonic NR-A201BTRN Single Door Refrigerator,,36000.00
CG Refrigerator 230 L - CGD2.SG,,45589
Hitachi  Mechanical Microwave  HMR-M2002,,13699.00
Videocon Vnn32Hh  Led Tv,,17999.00
Samsung 192 L Single Door Refrigerator RR19A/IM,210.0,26500.00
Godrej Refrigerator 260 L - RT EONVIBE 276C  SK WN/PR,,56790.00
"Wega 43"" X10 4K UHD LED Smart Android TV, 1GB Ram  Rom, Double Glass Protection",8.0,36790.00
Samsung MC28H5023AK/TL  Convection Microwave Oven,,33990.00
"Samsung 23L Grill Fry, Grill Microwave Oven | MG23A/TL",,25099.00
Gas Geyser Electron 6 Ltrs With  Warranty ELGY-3025,,8669.00
Sansui Refrigerator  Single Door Silver PCM,,21874.00
Samsung Single Door Refrigerator 230ltrs RR24A/IM,,37800.00
Webor Combi Hybrid  Microwave,,17160.00
COLORS 110 Litres Direct Cooling Single Door Mini Refrigerator (CL-DCR-Silver),,18000.00
Hyundai Single Door Refrigerator - HYRB-1,,40300.00
SENSEI 180 L Refrigerator - SRF03,,23790.00
Yasuda 60 Ltrs Room Refrigerator YSDH,,16390.00
Whirlpool 200 Ice Magic Prm 2S Grey Refrigerator  72337 (Artic Steel),,28200.00
"LG 65"" UHD 4K Smart LED TV - 65UQ",,155890.00
Whirlpool 185L Single Door Refrigerator(200 GENIUS CLS PLUS  WINE LINNEA),,28629.00
Samsung Double Door Refrigerator 253ltrs RT28A/IM,,51000.00
SAMSUNG MG23K3515AK  Grill Microwave Oven With Quick Defrost (Black),,20241.00
Webor Convection  Microwave,,18860.00
SAMSUNG RR20C20C2GS/IM -  Single Door Refrigerator - Silver,,27499.00
Panasonic NR-BG271VSS3  Inverter Frost-Free Double-Door Refrigerator,,54483.00
"Gem 50L Direct Cool Single Door Refrigerator (GRDN-, Dark Grey)",,15990.00
"Whirlpool 245 L Frost-Free Double Door Refrigerator (NEOFRESH 258LH CLS PLUS , Midnight Athena)",,44989.00
SAMSUNG RR19M20A2RH  Single Door Refrigerator - Red,,25400.00
Whirlpool  Microwave Oven 30Bc- Convection Model,,29360.00
Samsung RT28A32216U/IM   Frost Free Digital Inverter Double Door Refrigerator Mystic Overlay Blue,,50999.00
Godrej Refrigerator 240 Ltrs - RT EON  SL HI TH ST,,46190.00
Himstar Refrigerator Hs-Hr- (Single Door)black,215.0,32500.00
"Sensei 65"" Smart LED TV - S65ULED",,85990.00
Whirlpool 190 Liters 205 IMPC ROY 2S Arctic Steel  Single Door Refrigerator With Base Stand with Drawer,,30530.00
Godrej Refrigerator 260 Ltrs - RT EON  SL HI TH ST,,51190.00
Hitachi  R-VX420PB9/GBW  Double Door Inverter Dual Fan Cooling Refrigerator,,87800
Samsung 192Ltr Single Door Refrigerator - RR20N8,,29500.00
Super General 700L Side By Side Refrigerator SGR-SS,,139995.00
Samsung 192ltr Single Door Refrigerator - RR19M20A,,25400.00
Gem Refrigerator - - Direct Cool - Camelot Blue,,24999.00
Whirlpool  200 Genius CLS Wine Color  Single Door Refrigerator,,23562.00
Baltra Wow Table Top Water Dispenser,,4125.00
"Webor 43""  UHD Cinematic Smart Television",,52265.00
Whirlpool 200 Liters Direct Cool Single Door Refrigerator 215 IMPRO Prm  Cool Illusia,,34945.00
Samsung Double Door Refrigerator 345ltrs  Inverter  Frost Free   Elegant Inox  Convertible  RT37M/IM,,70500.00
SAMSUNG 23 Litres Solo MicrowaveOven - MS23A,,16990.00
Samsung RT28C3221CU/IM  Frost Free Digital Inverter Double Door Refrigerator Camellia Blue,,50990.00
Yasuda Refrigerator Single Door Fridge YGDC,,29290.00
Samsung 345 L  Refrigerator  RT37M,,67900.00
"Samsung 23L Grill Fry, Grill MicrowaveOven | MG23A/TL",,25190.00
SAMSUNG RT28A3022GS -  Frost Free Double Door Refrigerator (Dit) - Silver,,45400.00
Super General Microwave Oven  SGM M921,,11970.00
"Webor 75""  UHD Cinematic Smart Television",,179095.00
Hisense RC56WS4SA -  Side By Side Refrigerator Stainless Steel Silver,,99990.00
CG Refrigerator 231 Ltr - CGD,,49089
Whirlpool  Single Door Refrigerator (71851),,39295.00
Whirlpool  185 Liters  Icemagic Single Door Refrigerator (  Prm Sapphire Linnea),,29450.00
CG Refrigerator 530 Ltrs -  CGMMD5,,130289
Samsung Double door Refrigerator RT28A32216U  Frost Free Digital Inverter,,51000.00
Samsung RT34T 46324R 314 Liters Digital Invertor 5. Double Door Refrigerator With Curd Maestro ( Rythmic Twirl Red),,69499.00
Baltra  Delight Bwd- Dispenser- White,,13415.00
Sansui Refrigerator  Single Door Silver PCM,,22550.00
"Webor 58""  UHD Royal Smart Television",,72665.00
SAMSUNG 192 Liters Single Door Refrigerator (RR20C20C/IM),,26500.00
MIDEA 28 Ltrs. Microwave Oven - EC9P03XX-S00,,24289
"Hisense RC-67WS4SA, Inverter Compressor  Side by Side Refrigerator",,131000.00
Whirlpool 30l Microwave Oven Model No.:-,,33550.00
Whirlpool 185 Liters Single Door Refrigerator  Cls Grey,,25990.00
GEM GRD-70HSWP  mini  Bar  () Direct Cool Single Door Refrigerator_ Hairline Silver,,15700
SKYWORTH SRM 500CGG   Multi Door Refrigerator With Invertor Compressor,,129999.00
Sansui Mini Refrigerator Fridge Freeze 60 Ltrs SPM,,17929.00
Videocon 32Dn7  Led Tv,,17999.00
"Webor 50""  UHD Cinematic Smart Television",,65695.00
Hitachi 451 Liters French Bottom Freezer 3 Door Inverter Dual Fan Cooling RWB500P Refrigerator,,168030.00
CG Meridia 192 Ltr Single Door Refrigerator - CGMRS,,31489
Whirlpool Refrigerator 245 ltrs NEO  CLS Plus Wine Chromium 21200,,42088.00
SAMSUNG 192Ltr Single Door Refrigerator RR20M8,,32490.00
"Samsung  Inverter Frost Free Side-By-Side Refrigerator, Silver",,188000.00
Aisen ARD10525GHG  Direct Cool Refrigerator,,21000.00
Samsung 253 L Double Door Refrigerator RT28A/IM,3022.0,46000.00
SKYWORTH Mirror Glass Multi Door  Refrigerator,,158259.00
Whirlpool Icemagic Pro 200 Liters Single Door Refrigerator (215 IMPRO Prm  Cool Illusia),,35099.00
"SKYWORTH 65SUE9500 QLED /UHD Google Smart TV-65""",,225000.00
"SAMSUNG UA32T 32"" SMART LED TV",,55990.00
Panasonic NR-BG272VPA3  Inverter Frost-Free Double-Door Refrigerator,,56239.00
CG Refrigerator 550 Ltrs - CGMSBS5,,135589
Samsung Double Door Refrigerator 523ltrs Top Mount Freezer with Twin Cooling Plus™ RT54K/TL,,189990.00
Philips 65PFT6909/97  Smart LED Slim TV,,251900.00
Haier 628 Ltrs Convertible Side by Side Refrigerator  HRT-,,175300.00
Panasonic 336Ltr Double Door Nr-Bg Refrigerator - Deep Ocean Sparkle,,71980.00
BOSCH Refrigerator 2 Door 358 L Sparkly Steel CTC35S,,128265.00
Lifor 100Ltrs Plain Silver Grey Refrigerator LIF-RS,100.0,25000.00
